childname,pronoun,24,25,26,27,28,29,30,31,32,33,34,35
Gregoire,1sg,NA,0.0028630865110566197,0.16725908372827786,0.00369685767097967,NA,0.0673626812076074,NA,0.10075034784337115,NA,0.12028615366166591,0.0961538461538462,NA
Gregoire,2sg,NA,0.17242452347279924,0.125592417061611,0.07976300501716399,NA,0.166627876047347,NA,0.0680282250049692,NA,0.07979717546577174,0.0961538461538462,NA
Gregoire,3sg,NA,0.04217756527052585,0.0296208530805687,0.05112886189595985,NA,0.0218446601941748,NA,0.0389336116080302,NA,0.0667003317143453,0.0456730769230769,0.133333333333333
Gregoire,on,NA,0.004436012940936845,0.0023696682464455,NA,NA,0.00485436893203883,NA,0.00268336314847943,NA,0.006497026850523855,0.00480769230769231,NA
Gregoire,y,NA,0.000895255147717099,0.00118483412322275,0.0055452865064695,NA,NA,NA,0.01612502484595509,NA,0.010942873732636561,NA,NA
Gregoire,1pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregoire,2pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregoire,3pl,NA,0.02219540781683165,0.0023696682464455,NA,NA,0.00242718446601942,NA,0.048325382627708205,NA,0.02109669659042464,0.00721153846153846,NA
Gregoire,2,NA,0.17242452347279924,0.125592417061611,0.07976300501716399,NA,0.166627876047347,NA,0.0680282250049692,NA,0.07979717546577174,0.0961538461538462,NA
Gregoire,3,NA,0.053275269178941674,0.0319905213270142,0.05112886189595985,NA,0.0242718446601942,NA,0.0872589942357383,NA,0.08779702830476993,0.0528846153846154,0.133333333333333
Gregx,1sg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156862745098039
Gregx,2sg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588235294117647
Gregx,3sg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00980392156862745
Gregx,on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196078431372549
Gregx,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregx,1pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregx,2pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregx,3pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00980392156862745
Gregx,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588235294117647
Gregx,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196078431372549
Marie,1sg,0.001691620428183375,0.00829430696620798,0.005237509806362962,0.007183061350976693,0.008575706622806909,0.01942389082358606,0.01672059239668876,0.02018677655702311,NA,0.03136025950098218,0.025745953865405336,0.016923697840826993
